STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,CDSD,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,FZF0,FZF0_ATTRIBUTES,FZF1,FZF1_ATTRIBUTES,FZF2,FZF2_ATTRIBUTES,FZF3,FZF3_ATTRIBUTES,FZF5,FZF5_ATTRIBUTES,FZF6,FZF6_ATTRIBUTES,FZF7,FZF7_ATTRIBUTES,FZF8,FZF8_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES
USW00012883,"LAKELAND LINDER REGIONAL AIRPORT, FL US",28,-82.05,45.1,2021,5.8,W,4047,4047,W,115,W,80,W,0,W,0,W,0,W,344,W,140,W,34,"W,0204, ",3.76," ,W,0707, ",97,"W,0821, ",,,,,,,,,,,,,,,,,387,8,387,W,48.57," ,W",75.2,W,85.2,W,65.3,W,220,W,,,38.9,W,,
USW00012883,"LAKELAND LINDER REGIONAL AIRPORT, FL US",28,-82.05,45.1,2022,6,W,,,,118,W,73,W,,,,,,,,,,,,,2.96," ,W,0929, ",,,,,,,,,,,,,,,,,,,,,,,48.63," ,W",,,,,,,20,W,,,47,W,,
USW00012883,"LAKELAND LINDER REGIONAL AIRPORT, FL US",28,-82.05,45.1,2023,6,W,4259,4259,W,120,W,72,W,0,W,0,W,0,W,348,W,146,W,34,"W,0115, ",3.5," ,W,0526, ",99,"W,0812,+",,,,,,,,,,,,,,,,,,,,,51.65," ,W",76,W,86.2,W,65.8,W,120,W,,,38,W,,
USW00012835,"FORT MYERS PAGE FIELD AIRPORT, FL US",26.58495,-81.86146,3.8,2016,6.9,W,4204,4204,W,130,W,84,W,0,W,0,W,0,W,344,W,123,W,41,"W,0124, ",3.29," ,W,0127, ",96,"W,0826,+",,,,,,,,,,,,,,,,,213,3,213,W,63.91," ,W",75.8,W,85,W,66.7,W,250,W,260,W,45,W,68,W
USW00012835,"FORT MYERS PAGE FIELD AIRPORT, FL US",26.58495,-81.86146,3.8,2017,6.9,W,,,,127,W,76,W,,,,,,,,,,,,,5.63," ,W,0827, ",,,,,,,,,,,,,,,,,,,,,,,61.58," ,W",,,,,,,30,W,20,W,66,W,84.1,W
USW00012835,"FORT MYERS PAGE FIELD AIRPORT, FL US",26.58495,-81.86146,3.8,2018,6.9,W,,,,124,W,73,W,,,,,,,,,,,,,3.56," ,W,0704, ",,,,,,,,,,,,,,,,,,,,,,,52.15," ,W",,,,,,,280,W,240,W,38,W,59.1,W
USW00012835,"FORT MYERS PAGE FIELD AIRPORT, FL US",26.58495,-81.86146,3.8,2019,6.9,W,,,,123,W,89,W,,,,,0,W,349,W,143,W,,,3.67," ,W,0127, ",98,"W,0626,+",,,,,,,,,,,,,,,,,,,,,60.39," ,W",,,85.8,W,,,140,W,280,W,40,W,46.1,W
USW00012835,"FORT MYERS PAGE FIELD AIRPORT, FL US",26.58495,-81.86146,3.8,2020,7.4,W,4590,4590,W,122,W,79,W,0,W,0,W,0,W,353,W,149,W,37,"W,0122, ",2.96," ,W,0907, ",96,"W,0905,+",,,,,,,,,,,,,,,,,114,1,114,W,57.45," ,W",77.1,W,86.1,W,68,W,130,W,130,W,38.9,W,51,W
USW00012835,"FORT MYERS PAGE FIELD AIRPORT, FL US",26.58495,-81.86146,3.8,2021,6.7,W,4458,4458,W,114,W,71,W,0,W,0,W,0,W,358,W,157,W,41,"W,0204, ",4.77," ,W,0602, ",97,"W,0722, ",,,,,,,,,,,,,,,,,203,6,203,W,54.17," ,W",76.8,W,86.1,W,67.6,W,100,W,110,W,40.9,W,57.9,W
USW00012835,"FORT MYERS PAGE FIELD AIRPORT, FL US",26.58495,-81.86146,3.8,2022,,,4697,4697,W,122,W,81,W,0,W,0,W,0,W,351,W,154,W,35,"W,0130, ",4.13," ,W,0603, ",98,"W,0820, ",,,,,,,,,,,,,,,,,112,2,112,W,70.2," ,W",77.6,W,86.8,W,68.3,W,100,W,,,35.1,W,,
USW00012835,"FORT MYERS PAGE FIELD AIRPORT, FL US",26.58495,-81.86146,3.8,2023,7.4,W,4848,4848,W,99,W,69,W,0,W,0,W,0,W,357,W,168,W,40,"W,0115, ",2.2," ,W,0531, ",98,"W,0725,+",,,,,,,,,,,,,,,,,105,1,105,W,47.15," ,W",78,W,87.1,W,68.9,W,100,W,100,W,42.9,W,68,W
USW00012836,"KEY WEST INTERNATIONAL AIRPORT, FL US",24.55706,-81.75539,0.3,2016,9.8,W,5056,5056,W,120,W,64,W,0,W,0,W,0,W,356,W,64,W,54,"W,0125, ",2.56," ,W,0802, ",93,"W,0712, ",,,,,,,,,,,,,,,,,27,8,27,W,37.39," ,W",78.7,W,83.3,W,74.1,W,210,W,180,W,36,W,45,W
USW00012836,"KEY WEST INTERNATIONAL AIRPORT, FL US",24.55706,-81.75539,0.3,2017,,,5271,5271,W,107,W,60,W,0,W,0,W,0,W,360,W,58,W,54,"W,1214,+",4.39," ,W,0607, ",94,"W,0819, ",,,,,,,,,,,,,,,,,6,1,6,W,38.14," ,W",79.4,W,83.8,W,74.9,W,,,,,,,,
USW00012836,"KEY WEST INTERNATIONAL AIRPORT, FL US",24.55706,-81.75539,0.3,2018,,,5319,5319,W,110,W,61,W,0,W,0,W,0,W,353,W,80,W,53,"W,0118, ",3.41," ,W,0525, ",95,"W,0920, ",,,,,,,,,,,,,,,,,49,3,49,W,37.52," ,W",79.5,W,84,W,74.9,W,,,,,,,,
USW00012836,"KEY WEST INTERNATIONAL AIRPORT, FL US",24.55706,-81.75539,0.3,2019,9.6,W,5601,5601,W,113,W,61,W,0,W,0,W,0,W,360,W,60,W,54,"W,0129, ",5.48," ,W,1222, ",94,"W,0827,+",,,,,,,,,,,,,,,,,12,9,12,W,35.41," ,W",80.3,W,84.7,W,75.9,W,130,W,100,W,32,W,40.9,W
USW00012836,"KEY WEST INTERNATIONAL AIRPORT, FL US",24.55706,-81.75539,0.3,2020,10.3,W,5542,5542,W,110,W,65,W,0,W,0,W,0,W,358,W,81,W,50,"W,1227, ",9.37," ,W,0912, ",94,"W,0715,+",,,,,,,,,,,,,,,,,11,3,11,W,52.31," ,W",80.1,W,84.3,W,75.8,W,130,W,190,W,38.9,W,53.9,W
USW00012836,"KEY WEST INTERNATIONAL AIRPORT, FL US",24.55706,-81.75539,0.3,2021,9.6,W,5073,5073,W,114,W,61,W,0,W,0,W,0,W,359,W,25,W,57,"W,0204,+",3.67," ,W,0706, ",93,"W,0729, ",,,,,,,,,,,,,,,,,26,4,26,W,30.47," ,W",78.9,W,83.2,W,74.5,W,140,W,150,W,52.1,W,70,W
USW00012836,"KEY WEST INTERNATIONAL AIRPORT, FL US",24.55706,-81.75539,0.3,2022,9.6,W,5173,5173,W,114,W,64,W,0,W,0,W,0,W,355,W,36,W,50,"W,0131,+",4.18," ,W,0927, ",93,"W,0705, ",,,,,,,,,,,,,,,,,25,9,25,W,39.56," ,W",79,W,83.5,W,74.5,W,160,W,160,W,55,W,79,W
USW00012836,"KEY WEST INTERNATIONAL AIRPORT, FL US",24.55706,-81.75539,0.3,2023,,,5697,5697,W,96,W,53,W,0,W,0,W,0,W,360,W,102,W,53,"W,0116, ",2.47," ,W,0924, ",96,"W,0703, ",,,,,,,,,,,,,,,,,30,7,30,W,37.04," ,W",80.6,W,85.2,W,75.9,W,230,W,,,40.9,W,,
USW00003853,"MAYPORT PILOT STATION, FL US",30.4,-81.41667,4.9,2016,8.7,W,,,,82,W,47,W,,,,,0,W,288,W,62,W,,,2.47," ,W,1206, ",99,"W,0709,+",,,,,,,,,,,,,,,,,,,,,24.88," ,W",,,78.9,W,,,70,W,350,W,38.9,W,59.1,W
USW00003853,"MAYPORT PILOT STATION, FL US",30.4,-81.41667,4.9,2017,8.9,W,,,,113,W,64,W,,,,,,,,,,,,,4.52," ,W,0910, ",,,,,,,,,,,,,,,,,,,,,,,52.3," ,W",,,,,,,50,W,50,W,70,W,87,W
USW00003853,"MAYPORT PILOT STATION, FL US",30.4,-81.41667,4.9,2018,,,,,,126,W,79,W,,,,,,,,,,,,,2.71," ,W,0628, ",,,,,,,,,,,,,,,,,,,,,,,45.8," ,W",,,,,,,150,W,140,W,40,W,53,W
USW00003853,"MAYPORT PILOT STATION, FL US",30.4,-81.41667,4.9,2019,,,3236,3236,W,123,W,70,W,0,W,0,W,0,W,269,W,70,W,35,"W,0130, ",5.36," ,W,1007, ",97,"W,0702,+",,,,,,,,,,,,,,,,,,,,,46.61," ,W",72,W,79.3,W,64.6,W,30,W,220,W,36.9,W,47,W
USW00003853,"MAYPORT PILOT STATION, FL US",30.4,-81.41667,4.9,2020,9.6,W,,,,141,W,87,W,,,,,,,,,,,,,3.07," ,W,0607, ",,,,,,,,,,,,,,,,,,,750,9,750,W,46.85," ,W",,,,,,,220,W,220,W,45,W,57,W
USW00003853,"MAYPORT PILOT STATION, FL US",30.4,-81.41667,4.9,2021,9.6,W,,,,120,W,75,W,,,,,,,,,,,,,2.74," ,W,0919, ",,,,,,,,,,,,,,,,,,,,,,,54.88," ,W",,,,,,,30,W,270,W,40.9,W,53,W
USW00003853,"MAYPORT PILOT STATION, FL US",30.4,-81.41667,4.9,2022,9.6,W,,,,115,W,69,W,,,,,,,,,,,,,3.31," ,W,1012, ",,,,,,,,,,,,,,,,,,,,,,,43.35," ,W",,,,,,,80,W,220,W,49,W,66,W
USW00003853,"MAYPORT PILOT STATION, FL US",30.4,-81.41667,4.9,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012833,"CROSS CITY AIRPORT, FL US",29.63333,-83.10528,11.6,2016,,,,,,139,W,82,W,,,,,,,,,,,,,8.23," ,W,0901, ",,,,,,,,,,,,,,,,,,,833,6,833,W,63.66," ,W",,,,,,,,,,,,,,
USW00012833,"CROSS CITY AIRPORT, FL US",29.63333,-83.10528,11.6,2017,,,,,,112,W,68,W,,,,,,,,,,,,,4.38," ,W,0606, ",,,,,,,,,,,,,,,,,,,,,,,58.9," ,W",,,,,,,,,,,,,,
USW00012833,"CROSS CITY AIRPORT, FL US",29.63333,-83.10528,11.6,2018,5.4,W,,,,141,W,97,W,,,,,,,,,,,,,4.82," ,W,1214, ",,,,,,,,,,,,,,,,,,,,,,,73.72," ,W",,,,,,,150,W,,,29.1,W,,
USW00012833,"CROSS CITY AIRPORT, FL US",29.63333,-83.10528,11.6,2019,5.4,W,3111,3111,W,118,W,77,W,0,W,9,W,0,W,306,W,118,W,26,"W,0131, ",4.9," ,W,0609, ",98,"W,0525, ",29,"W,1203",,,,,,,30,"W,0307",26,"W,0131",,,,,1030,5,1030,W,59.29," ,W",70.8,W,81.9,W,59.7,W,270,W,,,33.1,W,,
USW00012833,"CROSS CITY AIRPORT, FL US",29.63333,-83.10528,11.6,2020,,,,,,124,W,84,W,,,,,,,,,,,,,2.29," ,W,0727, ",,,,,,,,,,,,,,,,,,,942,4,942,W,51.13," ,W",,,,,,,,,,,,,,
USW00012833,"CROSS CITY AIRPORT, FL US",29.63333,-83.10528,11.6,2021,,,,,,126,W,81,W,,,,,,,,,,,,,3.28," ,W,0803, ",,,,,,,,,,,,,,,,,,,,,,,60.86," ,W",,,,,,,,,,,,,,
USW00012833,"CROSS CITY AIRPORT, FL US",29.63333,-83.10528,11.6,2022,4.9,W,2933,2933,W,119,W,68,W,0,W,20,W,0,W,309,W,110,W,19,"W,1225, ",6.18," ,W,0311, ",101,"W,0624,+",31,"W,1020",22,"W,1224",22,"W,1224",19,"W,1225",32,"W,0220",20,"W,0130",20,"W,0130",,,,,,,41.05," ,W",69.9,W,81.7,W,58.1,W,20,W,,,29.1,W,,
USW00012833,"CROSS CITY AIRPORT, FL US",29.63333,-83.10528,11.6,2023,,,2884,2884,W,104,W,69,W,0,W,14,W,0,W,320,W,95,W,28,"W,1130,+",4.74," ,W,0622, ",100,"W,0813, ",28,"W,1129",,,,,,,30,"W,0321",,,,,,,830,4,830,W,62.27," ,W",70.6,W,81.8,W,59.4,W,,,,,,,,
USW00012834,"DAYTONA BEACH INTERNATIONAL AIRPORT, FL US",29.17351,-81.07185,7.9,2016,6.9,W,3412,3412,W,106,W,62,W,0,W,1,W,0,W,321,W,91,W,31,"W,0124, ",4.29," ,W,1007, ",97,"W,0729,+",,,,,,,,,31,"W,0124",,,,,,,524,4,524,W,44.68," ,W",72.6,W,81.9,W,63.4,W,20,W,360,W,52.1,W,70.9,W
USW00012834,"DAYTONA BEACH INTERNATIONAL AIRPORT, FL US",29.17351,-81.07185,7.9,2017,6.9,W,3407,3407,W,121,W,72,W,0,W,0,W,0,W,336,W,74,W,35,"W,0108, ",4.1," ,W,0910, ",95,"W,0901,+",,,,,,,,,,,,,,,,,414,3,414,W,49.98," ,W",73,W,82,W,64.1,W,60,W,50,W,53.9,W,78.1,W
USW00012834,"DAYTONA BEACH INTERNATIONAL AIRPORT, FL US",29.17351,-81.07185,7.9,2018,6.5,W,3340,3340,W,138,W,96,W,0,W,4,W,0,W,314,W,60,W,28,"W,0118, ",2.91," ,W,1025, ",94,"W,0916,+",,,,,,,,,32,"W,0119",,,,,,,665,5,665,W,63.55," ,W",72.2,W,80.7,W,63.7,W,40,W,330,W,33.1,W,46.1,W
USW00012834,"DAYTONA BEACH INTERNATIONAL AIRPORT, FL US",29.17351,-81.07185,7.9,2019,6.9,W,3539,3539,W,126,W,81,W,0,W,0,W,0,W,324,W,78,W,36,"W,0121, ",5.57," ,W,1009, ",98,"W,0527, ",,,,,,,,,,,,,,,,,558,8,558,W,58.99," ,W",73.3,W,81.9,W,64.7,W,50,W,30,W,40,W,61.1,W
USW00012834,"DAYTONA BEACH INTERNATIONAL AIRPORT, FL US",29.17351,-81.07185,7.9,2020,6.9,W,3534,3534,W,142,W,82,W,0,W,0,W,0,W,333,W,64,W,33,"W,1226, ",2.62," ,W,1122, ",96,"W,0630,+",,,,,,,,,,,,,,,,,476,5,476,W,46.71," ,W",73.1,W,81.9,W,64.3,W,270,W,270,W,40,W,51,W
USW00012834,"DAYTONA BEACH INTERNATIONAL AIRPORT, FL US",29.17351,-81.07185,7.9,2021,6.5,W,3322,3322,W,112,W,75,W,0,W,0,W,0,W,328,W,63,W,33,"W,0204, ",5.44," ,W,1105, ",97,"W,0821, ",,,,,,,,,,,,,,,,,664,2,664,W,47.38," ,W",72.6,W,81.6,W,63.6,W,20,W,10,W,38,W,49,W
USW00012834,"DAYTONA BEACH INTERNATIONAL AIRPORT, FL US",29.17351,-81.07185,7.9,2022,6.5,W,3519,3519,W,115,W,80,W,0,W,3,W,0,W,330,W,88,W,27,"W,1225, ",7.91," ,W,0929, ",101,"W,0623, ",29,"W,1224",27,"W,1225",,,,,31,"W,0130",,,,,,,468,0,468,W,53.47," ,W",73.1,W,82,W,64.2,W,20,W,20,W,62,W,81,W
USW00012834,"DAYTONA BEACH INTERNATIONAL AIRPORT, FL US",29.17351,-81.07185,7.9,2023,7.2,W,3575,3575,W,122,W,76,W,0,W,1,W,0,W,335,W,87,W,32,"W,0115, ",6.69," ,W,1116, ",99,"W,0810, ",,,,,,,,,32,"W,0115",,,,,,,435,5,435,W,61.08," ,W",73.6,W,82.7,W,64.6,W,200,W,310,W,38.9,W,53.9,W
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",30.49529,-81.69374,7.2,2016,6.9,W,2939,2939,W,94,W,57,W,0,W,15,W,0,W,309,W,97,W,26,"W,0124, ",6.28," ,W,1007, ",101,"W,0728, ",30,"W,1121",,,,,,,32,"W,0227",26,"W,0124",,,,,978,6,978,W,38.54," ,W",69.8,W,81.1,W,58.6,W,360,W,10,W,45,W,64,W
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",30.49529,-81.69374,7.2,2017,6.9,W,3006,3006,W,105,W,75,W,0,W,4,W,0,W,324,W,89,W,26,"W,0108, ",5.18," ,W,0910, ",98,"W,0529, ",,,,,,,,,32,"W,0317",26,"W,0108",,,,,806,9,806,W,70.15," ,W",70.9,W,81.6,W,60.1,W,50,W,50,W,59.1,W,86.1,W
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",30.49529,-81.69374,7.2,2018,6.7,W,3083,3083,W,127,W,86,W,0,W,16,W,0,W,293,W,99,W,25,"W,0118, ",2.45," ,W,0423, ",98,"W,0621, ",32,"W,1128",,,,,,,30,"W,0315",26,"W,0119",,,,,1132,1,1132,W,59.85," ,W",70.2,W,80.3,W,60.1,W,260,W,270,W,38.9,W,51,W
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",30.49529,-81.69374,7.2,2019,6.9,W,3241,3241,W,123,W,78,W,0,W,4,W,0,W,300,W,101,W,30,"W,0131, ",3.18," ,W,0811, ",100,"W,0527, ",31,"W,1203",,,,,,,30,"W,0131",,,,,,,1000,5,1000,W,46.38," ,W",71.3,W,81.8,W,60.8,W,160,W,10,W,40,W,53.9,W
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",30.49529,-81.69374,7.2,2020,6.9,W,3177,3177,W,128,W,85,W,0,W,9,W,0,W,308,W,91,W,26,"W,1226, ",3.58," ,W,0607, ",97,"W,0905,+",29,"W,1201",26,"W,1226",,,,,32,"W,0122",,,,,,,850,1,850,W,56.96," ,W",71,W,81.3,W,60.8,W,20,W,260,W,44.1,W,57.9,W
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",30.49529,-81.69374,7.2,2021,6.3,W,2590,2590,W,117,W,81,W,0,W,5,W,0,W,299,W,65,W,28,"W,0204,+",3.01," ,W,0719, ",95,"W,0731,+",,,,,,,,,28,"W,0204",,,,,,,1231,1,1231,W,57.16," ,W",69,W,79.5,W,58.4,W,270,W,270,W,42.9,W,59.9,W
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",30.49529,-81.69374,7.2,2022,6.5,W,2791,2791,W,106,W,75,W,0,W,15,W,0,W,293,W,88,W,20,"W,1225, ",2.9," ,W,0407, ",100,"W,0623, ",31,"W,1223",23,"W,1224",23,"W,1224",,,30,"W,0313",22,"W,0130",22,"W,0130",,,1092,6,1092,W,55.25," ,W",69.4,W,80.3,W,58.5,W,60,W,40,W,38.9,W,59.9,W
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",30.49529,-81.69374,7.2,2023,6.9,W,3045,3045,W,113,W,82,W,0,W,7,W,0,W,306,W,92,W,29,"W,0116, ",4.44," ,W,0926, ",99,"W,0814,+",32,"W,1130",,,,,,,30,"W,0128",,,,,,,883,4,883,W,58.63," ,W",70.9,W,81.8,W,60,W,280,W,290,W,40.9,W,74,W
USW00073805,"NORTHWEST FLORIDA BEACHES INTERNATIONAL AIRPORT, FL US",30.34869,-85.78835,17.1,2016,6.3,W,2821,2821,W,100,W,71,W,0,W,12,W,0,W,292,W,101,W,27,"W,0124, ",4.07," ,W,1205, ",96,"W,0920,+",32,"W,1120",,,,,,,32,"W,0211",27,"W,0124",,,,,1105,9,1105,W,60.52," ,W",69.3,W,80,W,58.5,W,,,,,,,,
USW00073805,"NORTHWEST FLORIDA BEACHES INTERNATIONAL AIRPORT, FL US",30.34869,-85.78835,17.1,2017,6.3,W,2754,2754,W,119,W,86,W,0,W,8,W,0,W,318,W,62,W,26,"W,0108, ",3.36," ,W,0403, ",96,"W,0825,+",30,"W,1210",,,,,,,29,"W,0316",26,"W,0108",,,,,848,3,848,W,65.79," ,W",69.8,W,80,W,59.6,W,270,W,270,W,45,W,59.1,W
USW00073805,"NORTHWEST FLORIDA BEACHES INTERNATIONAL AIRPORT, FL US",30.34869,-85.78835,17.1,2018,6.3,W,,,,145,W,105,W,,,,,,,,,,,,,6.3," ,W,0211, ",,,,,,,,,,,,,,,,,,,1351,8,1351,W,81.32," ,W",,,,,,,360,W,,,38,W,,
USW00073805,"NORTHWEST FLORIDA BEACHES INTERNATIONAL AIRPORT, FL US",30.34869,-85.78835,17.1,2019,6.5,W,3026,3026,W,118,W,73,W,0,W,7,W,0,W,294,W,119,W,29,"W,1113, ",2.67," ,W,0609, ",100,"W,0918, ",29,"W,1113",,,,,,,32,"W,0306",,,,,,,,,,,43.52," ,W",70.1,W,80.5,W,59.6,W,270,W,280,W,38.9,W,62,W
USW00073805,"NORTHWEST FLORIDA BEACHES INTERNATIONAL AIRPORT, FL US",30.34869,-85.78835,17.1,2020,6.9,W,2991,2991,W,123,W,75,W,0,W,12,W,0,W,303,W,80,W,25,"W,0122, ",5.4," ,W,0915, ",97,"W,0905, ",30,"W,1201",26,"W,1226",,,,,31,"W,0222",25,"W,0122",,,,,1113,4,1113,W,67.25," ,W",70.1,W,80.1,W,60,W,110,W,110,W,86.1,W,86.1,W
USW00073805,"NORTHWEST FLORIDA BEACHES INTERNATIONAL AIRPORT, FL US",30.34869,-85.78835,17.1,2021,6.3,W,2492,2492,W,149,W,108,W,0,W,11,W,0,W,282,W,53,W,30,"W,0217,+",7.11," ,W,1007, ",96,"W,0726, ",31,"W,1127",,,,,,,30,"W,0217",,,,,,,1360,6,1360,W,89.05," ,W",68.2,W,77.8,W,58.6,W,160,W,170,W,51,W,72.9,W
USW00073805,"NORTHWEST FLORIDA BEACHES INTERNATIONAL AIRPORT, FL US",30.34869,-85.78835,17.1,2022,6.3,W,2636,2636,W,131,W,88,W,0,W,19,W,0,W,289,W,63,W,19,"W,1224, ",4.16," ,W,0318, ",99,"W,0623, ",31,"W,1118",24,"W,1223",19,"W,1224",19,"W,1224",29,"W,0313",27,"W,0214",,,,,1316,4,1316,W,59.17," ,W",68.4,W,78.9,W,57.9,W,310,W,300,W,45,W,53,W
USW00073805,"NORTHWEST FLORIDA BEACHES INTERNATIONAL AIRPORT, FL US",30.34869,-85.78835,17.1,2023,6.5,W,3058,3058,W,125,W,76,W,0,W,6,W,0,W,300,W,94,W,28,"W,0115, ",3.94," ,W,0427, ",103,"W,0823, ",30,"W,1129",,,,,,,32,"W,0321",,,,,,,985,5,985,W,60.37," ,W",70.6,W,80.8,W,60.4,W,110,W,110,W,74,W,74,W
USW00012897,"NAPLES MUNICIPAL AIRPORT, FL US",26.15498,-81.77514,2,2016,7.6,W,4336,4336,W,111,W,79,W,0,W,0,W,0,W,350,W,112,W,43,"W,0211, ",2.92," ,W,1004, ",95,"W,0823,+",,,,,,,,,,,,,,,,,151,2,151,W,44.55," ,W",76.4,W,84.7,W,68.1,W,220,W,200,W,53.9,W,82.1,W
USW00012897,"NAPLES MUNICIPAL AIRPORT, FL US",26.15498,-81.77514,2,2017,7.6,W,,,,110,W,80,W,,,,,,,,,,,,,8.19," ,W,0911, ",,,,,,,,,,,,,,,,,,,73,5,73,W,69.55," ,W",,,,,,,60,W,70,W,61.1,W,82.1,W
USW00012897,"NAPLES MUNICIPAL AIRPORT, FL US",26.15498,-81.77514,2,2018,7.8,W,4481,4481,W,118,W,80,W,0,W,0,W,0,W,349,W,125,W,36,"W,0118, ",2.48," ,W,0815, ",96,"W,0709,+",,,,,,,,,,,,,,,,,,,,,50.16," ,W",76.7,W,85.1,W,68.4,W,160,W,230,W,36,W,46.1,W
USW00012897,"NAPLES MUNICIPAL AIRPORT, FL US",26.15498,-81.77514,2,2019,7.6,W,4743,4743,W,103,W,68,W,0,W,0,W,0,W,352,W,146,W,44,"W,0129,+",2.41," ,W,0510, ",98,"W,0626, ",,,,,,,,,,,,,,,,,151,1,151,W,44.92," ,W",77.7,W,85.9,W,69.5,W,70,W,70,W,40,W,53.9,W
USW00012897,"NAPLES MUNICIPAL AIRPORT, FL US",26.15498,-81.77514,2,2020,8.1,W,4787,4787,W,101,W,65,W,0,W,0,W,0,W,354,W,132,W,40,"W,0122, ",3.47," ,W,0913, ",96,"W,0905,+",,,,,,,,,,,,,,,,,71,3,71,W,43.68," ,W",77.8,W,86,W,69.7,W,240,W,,,40,W,,
USW00012897,"NAPLES MUNICIPAL AIRPORT, FL US",26.15498,-81.77514,2,2021,7.4,W,4338,4338,W,92,W,61,W,0,W,0,W,0,W,357,W,107,W,41,"W,0204, ",3," ,W,0916, ",95,"W,0912,+",,,,,,,,,,,,,,,,,188,4,188,W,40.56," ,W",76.5,W,84.8,W,68.3,W,150,W,280,W,35.1,W,42.9,W
USW00012897,"NAPLES MUNICIPAL AIRPORT, FL US",26.15498,-81.77514,2,2022,,,,,,111,W,71,W,,,,,,,,,,,,,3.04," ,W,0603, ",,,,,,,,,,,,,,,,,,,93,5,93,W,51.61," ,W",,,,,,,150,W,,,45,W,,
USW00012897,"NAPLES MUNICIPAL AIRPORT, FL US",26.15498,-81.77514,2,2023,7.8,W,4900,4900,W,83,W,49,W,0,W,0,W,0,W,358,W,136,W,41,"W,0116, ",3.28," ,W,1115, ",98,"W,0812,+",,,,,,,,,,,,,,,,,,,,,26.33," ,W",78.2,W,86.4,W,70.1,W,80,W,60,W,36.9,W,48.1,W
USW00092806,"ST PETERSBURG ALBERT WHITTED AIRPORT, FL US",27.76847,-82.62568,1.3,2016,9.2,W,3993,3993,W,105,W,74,W,0,W,0,W,0,W,325,W,56,W,43,"W,0124, ",5.01," ,W,0831, ",96,"W,0706, ",,,,,,,,,,,,,,,,,286,7,286,W,59.63," ,W",75.1,W,81,W,69.1,W,200,W,220,W,42.9,W,63.1,W
USW00092806,"ST PETERSBURG ALBERT WHITTED AIRPORT, FL US",27.76847,-82.62568,1.3,2017,9.2,W,4206,4206,W,113,W,70,W,0,W,0,W,0,W,339,W,94,W,37,"W,0108, ",3.5," ,W,0910, ",97,"W,0705, ",,,,,,,,,,,,,,,,,148,5,148,W,47.35," ,W",76,W,82.2,W,69.9,W,30,W,30,W,53,W,69.1,W
USW00092806,"ST PETERSBURG ALBERT WHITTED AIRPORT, FL US",27.76847,-82.62568,1.3,2018,8.9,W,4168,4168,W,121,W,81,W,0,W,1,W,0,W,319,W,77,W,32,"W,0118, ",2.65," ,W,1220, ",94,"W,0828,+",,,,,,,,,32,"W,0118",,,,,,,326,9,326,W,48.02," ,W",75.5,W,81.5,W,69.4,W,110,W,110,W,40.9,W,50.1,W
USW00092806,"ST PETERSBURG ALBERT WHITTED AIRPORT, FL US",27.76847,-82.62568,1.3,2019,9.2,W,,,,94,W,64,W,,,,,,,,,,,,,3.62," ,W,0801, ",,,,,,,,,,,,,,,,,,,,,,,53.77," ,W",,,,,,,160,W,,,46.1,W,,
USW00092806,"ST PETERSBURG ALBERT WHITTED AIRPORT, FL US",27.76847,-82.62568,1.3,2020,9.6,W,4435,4435,W,111,W,64,W,0,W,0,W,0,W,331,W,77,W,37,"W,0122, ",4.92," ,W,1111, ",97,"W,0626, ",,,,,,,,,,,,,,,,,202,4,202,W,44.18," ,W",76.4,W,82.4,W,70.4,W,70,W,80,W,51,W,59.9,W
