,NestID,County,Substrate,Latitude,Longitude,Occupied,Active,Successful,Hatched,Fledged,Perished,Status,Year,Station,Distance,NAME,LATITUDE,LONGITUDE,ELEVATION,AWND,AWND_ATTRIBUTES,CDSD,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,FZF0,FZF0_ATTRIBUTES,FZF1,FZF1_ATTRIBUTES,FZF2,FZF2_ATTRIBUTES,FZF3,FZF3_ATTRIBUTES,FZF5,FZF5_ATTRIBUTES,FZF6,FZF6_ATTRIBUTES,FZF7,FZF7_ATTRIBUTES,FZF8,FZF8_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,Population,Unincorporated,Prop_Unincorporated,Incorporated,Prop_Incorporated
3705,PI050,Pinellas,Artificial Structure,27.810667,-82.787667,1,1,1,1.0,1.0,0.0,Successful,2021,USW00012873,15.1366396,"ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US",27.91255,-82.68555,0.1,8.1,W,4115.0,4115.0,W,116.0,W,81.0,W,0.0,W,0.0,W,0.0,W,337.0,W,109.0,W,42.0,"W,0204,+",2.96," ,W,0707, ",96.0,"W,0818,+",,,,,,,,,,,,,,,,,349.0,7.0,349.0,W,50.19," ,W",75.5,W,83.4,W,67.6,W,110.0,W,110.0,W,40.9,W,52.1,W,964490.0,275985.0,0.286146046096901,688505.0,0.713853953903099
3706,PI051,Pinellas,Tree,28.129324,-82.717718,1,1,0,0.0,0.0,0.0,Failed,2021,USC00088824,4.360647887,"TARPON SPGS SEWAGE PLANT, FL US",28.15225,-82.7538,1.8,,,3351.0,3351.0,7,101.0,7,72.0,7,0.0,7,0.0,7,0.0,7,322.0,7,86.0,7,35.0,"7,0204, ",2.64," ,7,0901, ",96.0,"7,0628, ",,,,,,,,,,,,,,,,,688.0,2.0,688.0,7,52.21," ,7",72.6,7,82.2,7,63.0,7,,,,,,,,,964490.0,275985.0,0.286146046096901,688505.0,0.713853953903099
3707,PI052,Pinellas,Artificial Structure,28.125833,-82.748333,1,1,1,1.0,1.0,0.0,Successful,2021,USC00088824,2.985951873,"TARPON SPGS SEWAGE PLANT, FL US",28.15225,-82.7538,1.8,,,3351.0,3351.0,7,101.0,7,72.0,7,0.0,7,0.0,7,0.0,7,322.0,7,86.0,7,35.0,"7,0204, ",2.64," ,7,0901, ",96.0,"7,0628, ",,,,,,,,,,,,,,,,,688.0,2.0,688.0,7,52.21," ,7",72.6,7,82.2,7,63.0,7,,,,,,,,,964490.0,275985.0,0.286146046096901,688505.0,0.713853953903099
3708,PI053,Pinellas,Artificial Structure,27.820667,-82.633167,1,1,1,1.0,1.0,0.0,Successful,2021,USW00092806,5.850587445,"ST PETERSBURG ALBERT WHITTED AIRPORT, FL US",27.76847,-82.62568,1.3,8.9,W,4220.0,4220.0,W,103.0,W,58.0,W,0.0,W,0.0,W,0.0,W,332.0,W,73.0,W,44.0,"W,0110, ",3.0," ,W,1105, ",95.0,"W,0829,+",,,,,,,,,,,,,,,,,304.0,1.0,304.0,W,36.42," ,W",76.0,W,82.0,W,69.9,W,130.0,W,110.0,W,42.9,W,61.1,W,964490.0,275985.0,0.286146046096901,688505.0,0.713853953903099
3709,PI054,Pinellas,Artificial Structure,27.894167,-82.802833,1,1,1,2.0,2.0,0.0,Successful,2021,USW00012873,11.70495591,"ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US",27.91255,-82.68555,0.1,8.1,W,4115.0,4115.0,W,116.0,W,81.0,W,0.0,W,0.0,W,0.0,W,337.0,W,109.0,W,42.0,"W,0204,+",2.96," ,W,0707, ",96.0,"W,0818,+",,,,,,,,,,,,,,,,,349.0,7.0,349.0,W,50.19," ,W",75.5,W,83.4,W,67.6,W,110.0,W,110.0,W,40.9,W,52.1,W,964490.0,275985.0,0.286146046096901,688505.0,0.713853953903099
3710,PI055,Pinellas,Artificial Structure,27.757252,-82.634702,1,1,1,2.0,2.0,0.0,Successful,2021,USW00092806,1.531017129,"ST PETERSBURG ALBERT WHITTED AIRPORT, FL US",27.76847,-82.62568,1.3,8.9,W,4220.0,4220.0,W,103.0,W,58.0,W,0.0,W,0.0,W,0.0,W,332.0,W,73.0,W,44.0,"W,0110, ",3.0," ,W,1105, ",95.0,"W,0829,+",,,,,,,,,,,,,,,,,304.0,1.0,304.0,W,36.42," ,W",76.0,W,82.0,W,69.9,W,130.0,W,110.0,W,42.9,W,61.1,W,964490.0,275985.0,0.286146046096901,688505.0,0.713853953903099
3711,PI057,Pinellas,Artificial Structure,28.00027,-82.69714,1,1,1,2.0,2.0,0.0,Successful,2021,USW00012873,9.820234752,"ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US",27.91255,-82.68555,0.1,8.1,W,4115.0,4115.0,W,116.0,W,81.0,W,0.0,W,0.0,W,0.0,W,337.0,W,109.0,W,42.0,"W,0204,+",2.96," ,W,0707, ",96.0,"W,0818,+",,,,,,,,,,,,,,,,,349.0,7.0,349.0,W,50.19," ,W",75.5,W,83.4,W,67.6,W,110.0,W,110.0,W,40.9,W,52.1,W,964490.0,275985.0,0.286146046096901,688505.0,0.713853953903099
3712,PI058,Pinellas,Artificial Structure,28.059667,-82.7015,1,1,1,2.0,2.0,0.0,Successful,2021,USC00088824,11.50201959,"TARPON SPGS SEWAGE PLANT, FL US",28.15225,-82.7538,1.8,,,3351.0,3351.0,7,101.0,7,72.0,7,0.0,7,0.0,7,0.0,7,322.0,7,86.0,7,35.0,"7,0204, ",2.64," ,7,0901, ",96.0,"7,0628, ",,,,,,,,,,,,,,,,,688.0,2.0,688.0,7,52.21," ,7",72.6,7,82.2,7,63.0,7,,,,,,,,,964490.0,275985.0,0.286146046096901,688505.0,0.713853953903099
3713,PI059,Pinellas,Artificial Structure,27.63916667,-82.73433333,1,1,1,2.0,2.0,0.0,Successful,2021,USW00092806,17.92046684,"ST PETERSBURG ALBERT WHITTED AIRPORT, FL US",27.76847,-82.62568,1.3,8.9,W,4220.0,4220.0,W,103.0,W,58.0,W,0.0,W,0.0,W,0.0,W,332.0,W,73.0,W,44.0,"W,0110, ",3.0," ,W,1105, ",95.0,"W,0829,+",,,,,,,,,,,,,,,,,304.0,1.0,304.0,W,36.42," ,W",76.0,W,82.0,W,69.9,W,130.0,W,110.0,W,42.9,W,61.1,W,964490.0,275985.0,0.286146046096901,688505.0,0.713853953903099
3714,PI061,Pinellas,Artificial Structure,27.868812,-82.743782,1,1,1,2.0,2.0,0.0,Successful,2021,USW00012873,7.510364761,"ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US",27.91255,-82.68555,0.1,8.1,W,4115.0,4115.0,W,116.0,W,81.0,W,0.0,W,0.0,W,0.0,W,337.0,W,109.0,W,42.0,"W,0204,+",2.96," ,W,0707, ",96.0,"W,0818,+",,,,,,,,,,,,,,,,,349.0,7.0,349.0,W,50.19," ,W",75.5,W,83.4,W,67.6,W,110.0,W,110.0,W,40.9,W,52.1,W,964490.0,275985.0,0.286146046096901,688505.0,0.713853953903099
3715,PI064,Pinellas,Artificial Structure,27.799833,-82.669833,1,1,1,2.0,2.0,0.0,Successful,2021,USW00092806,5.57033444,"ST PETERSBURG ALBERT WHITTED AIRPORT, FL US",27.76847,-82.62568,1.3,8.9,W,4220.0,4220.0,W,103.0,W,58.0,W,0.0,W,0.0,W,0.0,W,332.0,W,73.0,W,44.0,"W,0110, ",3.0," ,W,1105, ",95.0,"W,0829,+",,,,,,,,,,,,,,,,,304.0,1.0,304.0,W,36.42," ,W",76.0,W,82.0,W,69.9,W,130.0,W,110.0,W,42.9,W,61.1,W,964490.0,275985.0,0.286146046096901,688505.0,0.713853953903099
3716,PI065,Pinellas,Artificial Structure,27.938606,-82.796145,0,0,0,0.0,0.0,0.0,Inactive,2021,USW00012873,11.2452899,"ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US",27.91255,-82.68555,0.1,8.1,W,4115.0,4115.0,W,116.0,W,81.0,W,0.0,W,0.0,W,0.0,W,337.0,W,109.0,W,42.0,"W,0204,+",2.96," ,W,0707, ",96.0,"W,0818,+",,,,,,,,,,,,,,,,,349.0,7.0,349.0,W,50.19," ,W",75.5,W,83.4,W,67.6,W,110.0,W,110.0,W,40.9,W,52.1,W,964490.0,275985.0,0.286146046096901,688505.0,0.713853953903099
3717,PI066,Pinellas,Artificial Structure,28.128195,-82.652707,0,0,0,0.0,0.0,0.0,Inactive,2021,USC00088824,10.2668583,"TARPON SPGS SEWAGE PLANT, FL US",28.15225,-82.7538,1.8,,,3351.0,3351.0,7,101.0,7,72.0,7,0.0,7,0.0,7,0.0,7,322.0,7,86.0,7,35.0,"7,0204, ",2.64," ,7,0901, ",96.0,"7,0628, ",,,,,,,,,,,,,,,,,688.0,2.0,688.0,7,52.21," ,7",72.6,7,82.2,7,63.0,7,,,,,,,,,964490.0,275985.0,0.286146046096901,688505.0,0.713853953903099
3718,PI067,Pinellas,Tree,28.10694,-82.71264,1,1,1,2.0,2.0,0.0,Successful,2021,USC00088824,6.455603859,"TARPON SPGS SEWAGE PLANT, FL US",28.15225,-82.7538,1.8,,,3351.0,3351.0,7,101.0,7,72.0,7,0.0,7,0.0,7,0.0,7,322.0,7,86.0,7,35.0,"7,0204, ",2.64," ,7,0901, ",96.0,"7,0628, ",,,,,,,,,,,,,,,,,688.0,2.0,688.0,7,52.21," ,7",72.6,7,82.2,7,63.0,7,,,,,,,,,964490.0,275985.0,0.286146046096901,688505.0,0.713853953903099
3719,PI068,Pinellas,Tree,28.068384,-82.777237,1,0,0,0.0,0.0,0.0,Failed,2021,USC00088824,9.604612878,"TARPON SPGS SEWAGE PLANT, FL US",28.15225,-82.7538,1.8,,,3351.0,3351.0,7,101.0,7,72.0,7,0.0,7,0.0,7,0.0,7,322.0,7,86.0,7,35.0,"7,0204, ",2.64," ,7,0901, ",96.0,"7,0628, ",,,,,,,,,,,,,,,,,688.0,2.0,688.0,7,52.21," ,7",72.6,7,82.2,7,63.0,7,,,,,,,,,964490.0,275985.0,0.286146046096901,688505.0,0.713853953903099
3720,PI069,Pinellas,Tree,28.1152,-82.7371,1,1,1,2.0,2.0,0.0,Successful,2021,USC00088824,4.433301471,"TARPON SPGS SEWAGE PLANT, FL US",28.15225,-82.7538,1.8,,,3351.0,3351.0,7,101.0,7,72.0,7,0.0,7,0.0,7,0.0,7,322.0,7,86.0,7,35.0,"7,0204, ",2.64," ,7,0901, ",96.0,"7,0628, ",,,,,,,,,,,,,,,,,688.0,2.0,688.0,7,52.21," ,7",72.6,7,82.2,7,63.0,7,,,,,,,,,964490.0,275985.0,0.286146046096901,688505.0,0.713853953903099
3721,PI070,Pinellas,Artificial Structure,27.894333,-82.660167,1,1,0,0.0,0.0,0.0,Failed,2021,USW00012873,3.213229343,"ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US",27.91255,-82.68555,0.1,8.1,W,4115.0,4115.0,W,116.0,W,81.0,W,0.0,W,0.0,W,0.0,W,337.0,W,109.0,W,42.0,"W,0204,+",2.96," ,W,0707, ",96.0,"W,0818,+",,,,,,,,,,,,,,,,,349.0,7.0,349.0,W,50.19," ,W",75.5,W,83.4,W,67.6,W,110.0,W,110.0,W,40.9,W,52.1,W,964490.0,275985.0,0.286146046096901,688505.0,0.713853953903099
3722,PI071,Pinellas,Tree,28.114967,-82.722504,1,1,1,1.0,1.0,0.0,Successful,2021,USC00088824,5.157933648,"TARPON SPGS SEWAGE PLANT, FL US",28.15225,-82.7538,1.8,,,3351.0,3351.0,7,101.0,7,72.0,7,0.0,7,0.0,7,0.0,7,322.0,7,86.0,7,35.0,"7,0204, ",2.64," ,7,0901, ",96.0,"7,0628, ",,,,,,,,,,,,,,,,,688.0,2.0,688.0,7,52.21," ,7",72.6,7,82.2,7,63.0,7,,,,,,,,,964490.0,275985.0,0.286146046096901,688505.0,0.713853953903099
3723,PI072,Pinellas,Artificial Structure,27.973097,-82.728664,1,1,1,1.0,1.0,0.0,Successful,2021,USW00012873,7.953832252,"ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US",27.91255,-82.68555,0.1,8.1,W,4115.0,4115.0,W,116.0,W,81.0,W,0.0,W,0.0,W,0.0,W,337.0,W,109.0,W,42.0,"W,0204,+",2.96," ,W,0707, ",96.0,"W,0818,+",,,,,,,,,,,,,,,,,349.0,7.0,349.0,W,50.19," ,W",75.5,W,83.4,W,67.6,W,110.0,W,110.0,W,40.9,W,52.1,W,964490.0,275985.0,0.286146046096901,688505.0,0.713853953903099
3724,PI073,Pinellas,Tree,28.152445,-82.725514,1,1,1,2.0,2.0,0.0,Successful,2021,USC00088824,2.773252001,"TARPON SPGS SEWAGE PLANT, FL US",28.15225,-82.7538,1.8,,,3351.0,3351.0,7,101.0,7,72.0,7,0.0,7,0.0,7,0.0,7,322.0,7,86.0,7,35.0,"7,0204, ",2.64," ,7,0901, ",96.0,"7,0628, ",,,,,,,,,,,,,,,,,688.0,2.0,688.0,7,52.21," ,7",72.6,7,82.2,7,63.0,7,,,,,,,,,964490.0,275985.0,0.286146046096901,688505.0,0.713853953903099
3725,PI074,Pinellas,Artificial Structure,27.82998,-82.704602,0,0,0,0.0,0.0,0.0,Inactive,2021,USW00012873,9.370425193,"ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US",27.91255,-82.68555,0.1,8.1,W,4115.0,4115.0,W,116.0,W,81.0,W,0.0,W,0.0,W,0.0,W,337.0,W,109.0,W,42.0,"W,0204,+",2.96," ,W,0707, ",96.0,"W,0818,+",,,,,,,,,,,,,,,,,349.0,7.0,349.0,W,50.19," ,W",75.5,W,83.4,W,67.6,W,110.0,W,110.0,W,40.9,W,52.1,W,964490.0,275985.0,0.286146046096901,688505.0,0.713853953903099
3726,PI075,Pinellas,Artificial Structure,27.716596,-82.653403,1,1,1,1.0,1.0,0.0,Successful,2021,USW00092806,6.380831248,"ST PETERSBURG ALBERT WHITTED AIRPORT, FL US",27.76847,-82.62568,1.3,8.9,W,4220.0,4220.0,W,103.0,W,58.0,W,0.0,W,0.0,W,0.0,W,332.0,W,73.0,W,44.0,"W,0110, ",3.0," ,W,1105, ",95.0,"W,0829,+",,,,,,,,,,,,,,,,,304.0,1.0,304.0,W,36.42," ,W",76.0,W,82.0,W,69.9,W,130.0,W,110.0,W,42.9,W,61.1,W,964490.0,275985.0,0.286146046096901,688505.0,0.713853953903099
3727,PI903,Pinellas,Artificial Structure,28.046718,-82.680054,0,0,0,0.0,0.0,0.0,Inactive,2021,USC00088824,13.78504063,"TARPON SPGS SEWAGE PLANT, FL US",28.15225,-82.7538,1.8,,,3351.0,3351.0,7,101.0,7,72.0,7,0.0,7,0.0,7,0.0,7,322.0,7,86.0,7,35.0,"7,0204, ",2.64," ,7,0901, ",96.0,"7,0628, ",,,,,,,,,,,,,,,,,688.0,2.0,688.0,7,52.21," ,7",72.6,7,82.2,7,63.0,7,,,,,,,,,964490.0,275985.0,0.286146046096901,688505.0,0.713853953903099
3728,PI905,Pinellas,Artificial Structure,27.947193,-82.799708,1,1,1,1.0,1.0,0.0,Successful,2021,USW00012873,11.85836398,"ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US",27.91255,-82.68555,0.1,8.1,W,4115.0,4115.0,W,116.0,W,81.0,W,0.0,W,0.0,W,0.0,W,337.0,W,109.0,W,42.0,"W,0204,+",2.96," ,W,0707, ",96.0,"W,0818,+",,,,,,,,,,,,,,,,,349.0,7.0,349.0,W,50.19," ,W",75.5,W,83.4,W,67.6,W,110.0,W,110.0,W,40.9,W,52.1,W,964490.0,275985.0,0.286146046096901,688505.0,0.713853953903099
3729,PI910,Pinellas,Artificial Structure,27.709194,-82.715298,0,0,0,0.0,0.0,0.0,Inactive,2021,USW00092806,11.01063732,"ST PETERSBURG ALBERT WHITTED AIRPORT, FL US",27.76847,-82.62568,1.3,8.9,W,4220.0,4220.0,W,103.0,W,58.0,W,0.0,W,0.0,W,0.0,W,332.0,W,73.0,W,44.0,"W,0110, ",3.0," ,W,1105, ",95.0,"W,0829,+",,,,,,,,,,,,,,,,,304.0,1.0,304.0,W,36.42," ,W",76.0,W,82.0,W,69.9,W,130.0,W,110.0,W,42.9,W,61.1,W,964490.0,275985.0,0.286146046096901,688505.0,0.713853953903099
3730,PI911,Pinellas,Artificial Structure,27.895649,-82.777897,1,1,0,0.0,0.0,0.0,Taken,2021,USW00012873,9.267186084,"ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US",27.91255,-82.68555,0.1,8.1,W,4115.0,4115.0,W,116.0,W,81.0,W,0.0,W,0.0,W,0.0,W,337.0,W,109.0,W,42.0,"W,0204,+",2.96," ,W,0707, ",96.0,"W,0818,+",,,,,,,,,,,,,,,,,349.0,7.0,349.0,W,50.19," ,W",75.5,W,83.4,W,67.6,W,110.0,W,110.0,W,40.9,W,52.1,W,964490.0,275985.0,0.286146046096901,688505.0,0.713853953903099
3731,PI964,Pinellas,Artificial Structure,27.778285,-82.735598,0,0,0,0.0,0.0,0.0,Inactive,2021,USW00092806,10.8692288,"ST PETERSBURG ALBERT WHITTED AIRPORT, FL US",27.76847,-82.62568,1.3,8.9,W,4220.0,4220.0,W,103.0,W,58.0,W,0.0,W,0.0,W,0.0,W,332.0,W,73.0,W,44.0,"W,0110, ",3.0," ,W,1105, ",95.0,"W,0829,+",,,,,,,,,,,,,,,,,304.0,1.0,304.0,W,36.42," ,W",76.0,W,82.0,W,69.9,W,130.0,W,110.0,W,42.9,W,61.1,W,964490.0,275985.0,0.286146046096901,688505.0,0.713853953903099
3732,PO003,Polk,Tree,28.05115,-81.427483,1,1,1,1.0,1.0,0.0,Successful,2021,USW00012876,32.33914716,"WINTER HAVEN GILBERT AIRPORT, FL US",28.06137,-81.75684,43.5,6.9,W,4062.0,4062.0,W,117.0,W,65.0,W,0.0,W,0.0,W,0.0,W,344.0,W,137.0,W,37.0,"W,0204, ",2.53," ,W,1105, ",98.0,"W,0820, ",,,,,,,,,,,,,,,,,424.0,7.0,424.0,W,39.06," ,W",75.3,W,84.9,W,65.7,W,320.0,W,290.0,W,38.9,W,51.0,W,748365.0,455665.0,0.6088806932446066,292700.0,0.3911193067553934
3733,PO011,Polk,Tree,27.92416667,-81.371,0,0,0,0.0,0.0,0.0,Destroyed,2021,USW00012876,40.84063883,"WINTER HAVEN GILBERT AIRPORT, FL US",28.06137,-81.75684,43.5,6.9,W,4062.0,4062.0,W,117.0,W,65.0,W,0.0,W,0.0,W,0.0,W,344.0,W,137.0,W,37.0,"W,0204, ",2.53," ,W,1105, ",98.0,"W,0820, ",,,,,,,,,,,,,,,,,424.0,7.0,424.0,W,39.06," ,W",75.3,W,84.9,W,65.7,W,320.0,W,290.0,W,38.9,W,51.0,W,748365.0,455665.0,0.6088806932446066,292700.0,0.3911193067553934
3734,PO012,Polk,Tree,27.926544,-81.364794,0,0,0,0.0,0.0,0.0,Inactive,2021,USW00012876,41.3094302,"WINTER HAVEN GILBERT AIRPORT, FL US",28.06137,-81.75684,43.5,6.9,W,4062.0,4062.0,W,117.0,W,65.0,W,0.0,W,0.0,W,0.0,W,344.0,W,137.0,W,37.0,"W,0204, ",2.53," ,W,1105, ",98.0,"W,0820, ",,,,,,,,,,,,,,,,,424.0,7.0,424.0,W,39.06," ,W",75.3,W,84.9,W,65.7,W,320.0,W,290.0,W,38.9,W,51.0,W,748365.0,455665.0,0.6088806932446066,292700.0,0.3911193067553934
3735,PO016,Polk,Tree,28.056383,-81.433467,1,1,1,1.0,1.0,0.0,Successful,2021,USW00012876,31.73604854,"WINTER HAVEN GILBERT AIRPORT, FL US",28.06137,-81.75684,43.5,6.9,W,4062.0,4062.0,W,117.0,W,65.0,W,0.0,W,0.0,W,0.0,W,344.0,W,137.0,W,37.0,"W,0204, ",2.53," ,W,1105, ",98.0,"W,0820, ",,,,,,,,,,,,,,,,,424.0,7.0,424.0,W,39.06," ,W",75.3,W,84.9,W,65.7,W,320.0,W,290.0,W,38.9,W,51.0,W,748365.0,455665.0,0.6088806932446066,292700.0,0.3911193067553934
3736,PO019,Polk,Tree,28.0385,-81.395833,0,0,0,0.0,0.0,0.0,Taken,2021,USW00012876,35.51816456,"WINTER HAVEN GILBERT AIRPORT, FL US",28.06137,-81.75684,43.5,6.9,W,4062.0,4062.0,W,117.0,W,65.0,W,0.0,W,0.0,W,0.0,W,344.0,W,137.0,W,37.0,"W,0204, ",2.53," ,W,1105, ",98.0,"W,0820, ",,,,,,,,,,,,,,,,,424.0,7.0,424.0,W,39.06," ,W",75.3,W,84.9,W,65.7,W,320.0,W,290.0,W,38.9,W,51.0,W,748365.0,455665.0,0.6088806932446066,292700.0,0.3911193067553934
3737,PO022,Polk,Tree,28.046167,-81.422167,1,1,1,1.0,1.0,0.0,Successful,2021,USW00012876,32.88506342,"WINTER HAVEN GILBERT AIRPORT, FL US",28.06137,-81.75684,43.5,6.9,W,4062.0,4062.0,W,117.0,W,65.0,W,0.0,W,0.0,W,0.0,W,344.0,W,137.0,W,37.0,"W,0204, ",2.53," ,W,1105, ",98.0,"W,0820, ",,,,,,,,,,,,,,,,,424.0,7.0,424.0,W,39.06," ,W",75.3,W,84.9,W,65.7,W,320.0,W,290.0,W,38.9,W,51.0,W,748365.0,455665.0,0.6088806932446066,292700.0,0.3911193067553934
3738,PO023,Polk,Tree,27.6725,-81.39617,1,1,1,1.0,1.0,0.0,Successful,2021,USW00012876,55.91700628,"WINTER HAVEN GILBERT AIRPORT, FL US",28.06137,-81.75684,43.5,6.9,W,4062.0,4062.0,W,117.0,W,65.0,W,0.0,W,0.0,W,0.0,W,344.0,W,137.0,W,37.0,"W,0204, ",2.53," ,W,1105, ",98.0,"W,0820, ",,,,,,,,,,,,,,,,,424.0,7.0,424.0,W,39.06," ,W",75.3,W,84.9,W,65.7,W,320.0,W,290.0,W,38.9,W,51.0,W,748365.0,455665.0,0.6088806932446066,292700.0,0.3911193067553934
3739,PO025,Polk,Tree,28.035667,-81.386667,1,1,1,2.0,2.0,0.0,Successful,2021,USW00012876,36.43923804,"WINTER HAVEN GILBERT AIRPORT, FL US",28.06137,-81.75684,43.5,6.9,W,4062.0,4062.0,W,117.0,W,65.0,W,0.0,W,0.0,W,0.0,W,344.0,W,137.0,W,37.0,"W,0204, ",2.53," ,W,1105, ",98.0,"W,0820, ",,,,,,,,,,,,,,,,,424.0,7.0,424.0,W,39.06," ,W",75.3,W,84.9,W,65.7,W,320.0,W,290.0,W,38.9,W,51.0,W,748365.0,455665.0,0.6088806932446066,292700.0,0.3911193067553934
3740,PO039,Polk,Tree,27.985167,-81.867333,1,1,1,1.0,1.0,0.0,Successful,2021,USW00012876,13.76334776,"WINTER HAVEN GILBERT AIRPORT, FL US",28.06137,-81.75684,43.5,6.9,W,4062.0,4062.0,W,117.0,W,65.0,W,0.0,W,0.0,W,0.0,W,344.0,W,137.0,W,37.0,"W,0204, ",2.53," ,W,1105, ",98.0,"W,0820, ",,,,,,,,,,,,,,,,,424.0,7.0,424.0,W,39.06," ,W",75.3,W,84.9,W,65.7,W,320.0,W,290.0,W,38.9,W,51.0,W,748365.0,455665.0,0.6088806932446066,292700.0,0.3911193067553934
3741,PO045,Polk,Artificial Structure,27.931654,-81.853982,1,1,1,2.0,2.0,0.0,Successful,2021,USW00012876,17.2919704,"WINTER HAVEN GILBERT AIRPORT, FL US",28.06137,-81.75684,43.5,6.9,W,4062.0,4062.0,W,117.0,W,65.0,W,0.0,W,0.0,W,0.0,W,344.0,W,137.0,W,37.0,"W,0204, ",2.53," ,W,1105, ",98.0,"W,0820, ",,,,,,,,,,,,,,,,,424.0,7.0,424.0,W,39.06," ,W",75.3,W,84.9,W,65.7,W,320.0,W,290.0,W,38.9,W,51.0,W,748365.0,455665.0,0.6088806932446066,292700.0,0.3911193067553934
3742,PO046,Polk,Artificial Structure,27.985681,-81.892891,1,1,1,2.0,2.0,0.0,Successful,2021,USW00012883,15.50784825,"LAKELAND LINDER REGIONAL AIRPORT, FL US",28.0,-82.05,45.1,5.8,W,4047.0,4047.0,W,115.0,W,80.0,W,0.0,W,0.0,W,0.0,W,344.0,W,140.0,W,34.0,"W,0204, ",3.76," ,W,0707, ",97.0,"W,0821, ",,,,,,,,,,,,,,,,,387.0,8.0,387.0,W,48.57," ,W",75.2,W,85.2,W,65.3,W,220.0,W,,,38.9,W,,,748365.0,455665.0,0.6088806932446066,292700.0,0.3911193067553934
3743,PO053,Polk,Tree,28.036833,-81.394,1,1,0,0.0,0.0,0.0,Failed,2021,USW00012876,35.71154311,"WINTER HAVEN GILBERT AIRPORT, FL US",28.06137,-81.75684,43.5,6.9,W,4062.0,4062.0,W,117.0,W,65.0,W,0.0,W,0.0,W,0.0,W,344.0,W,137.0,W,37.0,"W,0204, ",2.53," ,W,1105, ",98.0,"W,0820, ",,,,,,,,,,,,,,,,,424.0,7.0,424.0,W,39.06," ,W",75.3,W,84.9,W,65.7,W,320.0,W,290.0,W,38.9,W,51.0,W,748365.0,455665.0,0.6088806932446066,292700.0,0.3911193067553934
3744,PO061,Polk,Tree,28.081167,-81.7075,1,1,1,2.0,2.0,0.0,Successful,2021,USW00012876,5.317969061,"WINTER HAVEN GILBERT AIRPORT, FL US",28.06137,-81.75684,43.5,6.9,W,4062.0,4062.0,W,117.0,W,65.0,W,0.0,W,0.0,W,0.0,W,344.0,W,137.0,W,37.0,"W,0204, ",2.53," ,W,1105, ",98.0,"W,0820, ",,,,,,,,,,,,,,,,,424.0,7.0,424.0,W,39.06," ,W",75.3,W,84.9,W,65.7,W,320.0,W,290.0,W,38.9,W,51.0,W,748365.0,455665.0,0.6088806932446066,292700.0,0.3911193067553934
3745,PO067,Polk,Tree,28.0035,-81.682833,0,0,0,0.0,0.0,0.0,Inactive,2021,USW00012876,9.704115489,"WINTER HAVEN GILBERT AIRPORT, FL US",28.06137,-81.75684,43.5,6.9,W,4062.0,4062.0,W,117.0,W,65.0,W,0.0,W,0.0,W,0.0,W,344.0,W,137.0,W,37.0,"W,0204, ",2.53," ,W,1105, ",98.0,"W,0820, ",,,,,,,,,,,,,,,,,424.0,7.0,424.0,W,39.06," ,W",75.3,W,84.9,W,65.7,W,320.0,W,290.0,W,38.9,W,51.0,W,748365.0,455665.0,0.6088806932446066,292700.0,0.3911193067553934
3746,PO071,Polk,Tree,27.84767,-81.97233,1,1,1,2.0,2.0,0.0,Successful,2021,USW00012883,18.57792681,"LAKELAND LINDER REGIONAL AIRPORT, FL US",28.0,-82.05,45.1,5.8,W,4047.0,4047.0,W,115.0,W,80.0,W,0.0,W,0.0,W,0.0,W,344.0,W,140.0,W,34.0,"W,0204, ",3.76," ,W,0707, ",97.0,"W,0821, ",,,,,,,,,,,,,,,,,387.0,8.0,387.0,W,48.57," ,W",75.2,W,85.2,W,65.3,W,220.0,W,,,38.9,W,,,748365.0,455665.0,0.6088806932446066,292700.0,0.3911193067553934
